id,species,genotype,site,subsystem,tank,rack,qty
,INTERSEPTA,SI4,Mote Summerland,All Summerland,F4,R714,7
,OF,OF670,Mote Summerland,All Summerland,Q10,R2012,7
,SIDEREA,SS90,Mote Summerland,,R15,R1684,7
,INTERSEPTA,SI58,Mote Summerland,All Summerland,Q3,R1051,7
,MC,MC208,Mote Summerland,All Summerland,E5,R1159,7
,OF,OF1076,Mote Summerland,All Summerland,A6,R1635,7
,OF,OF1066,Mote Summerland,All Summerland,A6,R1635,7
,OF,OF1067,Mote Summerland,All Summerland,A6,R1635,7
,OF,OF1079,Mote Summerland,All Summerland,A6,R1635,7
,OF,OF1069,Mote Summerland,All Summerland,A6,R1587,7
,OF,OF1072,Mote Summerland,All Summerland,A6,R1587,7
,DL,DL141,Mote Summerland,All Summerland,E3,R1034,7
,DL,DL142,Mote Summerland,All Summerland,E3,R1034,7
,MC,MC33,Mote Looe Key [In Situ],,,MC MIX1,7
,MC,MC59,Mote Looe Key [In Situ],,,MC MIX2,7
,AC,AC2582,Mote Looe Key [In Situ],,,FM-20,7
,AC,AC20,Mote Looe Key [In Situ],,,,7
,PC,PC20,Mote Looe Key [In Situ],,,PC-20,7
,AC,AC2542,Mote Sand Key [In Situ],,,CU-128,7
,AC,AC25,Mote Sand Key [In Situ],,,FM-20,7
,AC,AC47,Mote Islamorada [In Situ],,,Red07,7
,INTERSEPTA,SI42,Mote Looe Key [In Situ],,default,R1885,7
,DL,DL191,Mote Summerland,All Summerland,D1,R885,7
,SR,SR706,Mote Summerland,All Summerland,A2,R1279,7
,OF,OF950,Mote Key Largo [In Situ],,,Red04,7
,AC,AC51,Mote Key Largo [In Situ],,,Red05,7
,AC,AC51,Mote Key Largo [In Situ],,,Blue25,7
,OF,OF1004,Mote Summerland,All Summerland,C6,R681,7
,OF,OF927,Mote Islamorada [In Situ],,Unassigned,R269,7
,OF,OF941,Mote Islamorada [In Situ],,Unassigned,R444,6
,MC,MC87,Mote Islamorada [In Situ],,Unassigned,R314,6
,DL,DL193,Mote Summerland,All Summerland,F6,R1948,6
,DL,DL249,Mote Summerland,All Summerland,F3,R65,6
,ASTREOIDES,PA69,Mote Summerland,All Summerland,G3,R1048,6
,DL,DL271,Mote Summerland,All Summerland,F9,R390,6
,MC,MC205,Mote Summerland,All Summerland,H7,R473,6
,OF,OF951,Mote Islamorada [In Situ],,,Blue01,6
,MC,MC114,Mote Islamorada [In Situ],,,Red91,6
,OF,OF986,Mote Summerland,All Summerland,D5,R1694,6
,SIDEREA,SS84,Mote Summerland,,R15,R882,6
,SIDEREA,SS462,Mote Summerland,,R15,R836,6
,SIDEREA,SS165,Mote Summerland,,R15,R915,6
,INTERSEPTA,SI44,Mote Summerland,All Summerland,G9,R798,6
,INTERSEPTA,SI80,Mote Summerland,All Summerland,G9,R1768,6
,SIDEREA,SS121,Mote Summerland,All Summerland,G10,R724,6
,SIDEREA,SS462,Mote Summerland,All Summerland,C1,R891,6
,INTERSEPTA,SI43,Mote Looe Key [In Situ],,default,R1885,6
,PC,PC27,Mote Key Largo [In Situ],,Unassigned,R42,6
,ASTREOIDES,PA72,Mote Summerland,All Summerland,G4,R900,6
,ASTREOIDES,PA51,Mote Summerland,All Summerland,G3,R1048,6
,OF,OF1075,Mote Summerland,All Summerland,A6,R1635,6
,OF,OF1078,Mote Summerland,All Summerland,A6,R1635,6
,OF,OF1077,Mote Summerland,All Summerland,A6,R1635,6
,OF,OF1074,Mote Summerland,All Summerland,A6,R1635,6
,OF,OF1080,Mote Summerland,All Summerland,A6,R1587,6
,OF,OF1068,Mote Summerland,All Summerland,A6,R1587,6
,OF,OF1070,Mote Summerland,All Summerland,A6,R1587,6
,OF,OF1071,Mote Summerland,All Summerland,A6,R1587,6
,OF,OF1073,Mote Summerland,All Summerland,A6,R1587,6
,SIDEREA,SS95,Mote Summerland,All Summerland,G9,R1988,6
,SIDEREA,SS497,Mote Summerland,All Summerland,G9,R1988,6
,SIDEREA,SS91,Mote Summerland,All Summerland,G9,R1988,6
,SIDEREA,SS462,Mote Summerland,All Summerland,G9,R1988,6
,DL,DL143,Mote Summerland,All Summerland,E3,R1034,6
,MC,MC64,Mote Looe Key [In Situ],,,MC MIX3,6
,MC,MC76,Mote Looe Key [In Situ],,,MC MIX3,6
,AC,AC2633,Mote Looe Key [In Situ],,,RD-13,6
,AC,AC8,Mote Looe Key [In Situ],,,8,6
,AC,AC91,Mote Looe Key [In Situ],,,91,6
,DL,DL150,Mote Summerland,All Summerland,A5,R108,6
,DL,DL148,Mote Summerland,All Summerland,A5,R108,6
,CN,CN16,Mote Summerland,All Summerland,B3,R859,6
,DL,DL1,Mote Summerland,All Summerland,B3,R292,6
,AP,AP38,Mote Looe Key [In Situ],,,CU-TR5,6
,AP,AP20,Mote Looe Key [In Situ],,,AP24,6
,AP,AP1,Mote Looe Key [In Situ],,,LK-5,6
,PS,PS48,Mote Summerland,All Summerland,A5,R1267,6
,OF,OF132,Mote Summerland,All Summerland,E5,R1159,6
,DL,DL231,Mote Summerland,,Unassigned,R1807,6
,OF,OF979,Mote Summerland,All Summerland,C6,R934,6
,PS,PS8,Mote Summerland,All Summerland,B1,R1614,6
,OF,OF941,Mote Islamorada [In Situ],,,Red91,6
,AC,AC4,Mote Islamorada [In Situ],,,Red03,6
,PA,PA410,Mote Summerland,All Summerland,A2,R197,6
,PA,PA420,Mote Summerland,All Summerland,A2,R1279,6
,MC,MC85,Mote Key Largo [In Situ],,,Red02,6
,AC,AC90,Mote Key Largo [In Situ],,,Blue28,6
,MC,MC85,Mote Key Largo [In Situ],,,Blue82,6
,OF,OF932,Mote Islamorada [In Situ],,,Red91,6
,DL,DL248,Mote Summerland,All Summerland,F3,R65,5
,DL,DL237,Mote Summerland,All Summerland,F7,R777,5
,DL,DL240,Mote Summerland,All Summerland,F7,R777,5
,OF,OF984,Mote Summerland,All Summerland,C6,R1333,5
,OF,OF1016,Mote Islamorada [In Situ],,Unassigned,R466,5
,DL,DL202,Mote Summerland,All Summerland,F3,R134,5
,DL,DL225,Mote Summerland,All Summerland,F6,R1948,5
,DL,DL184,Mote Summerland,All Summerland,F6,R1948,5
,MC,MC114,Mote Islamorada [In Situ],,Unassigned,R435,5
,OF,OF946,Mote Islamorada [In Situ],,Unassigned,R320,5
,OF,OF979,Mote Summerland,All Summerland,D5,R1445,5
,OF,OF902,Mote Summerland,All Summerland,C6,R1634,5
,MC,MC203,Mote Summerland,All Summerland,H7,R1509,5
,SIDEREA,SS466,Mote Summerland,All Summerland,G7,R1469,5
,OF,OF1015,Mote Islamorada [In Situ],,,Blue01,5
,OF,OF96,Mote Summerland,All Summerland,B3,R1921,5
,PD,PD?,Mote Summerland,All Summerland,Q4,R687,5
,AC,AC77,Mote Key Largo [In Situ],,Unassigned,R277,5
,AC,AC73,Mote Key Largo [In Situ],,Unassigned,R277,5
,AC,AC72,Mote Key Largo [In Situ],,Unassigned,R277,5
,AC,AC71,Mote Key Largo [In Situ],,Unassigned,R277,5
,AC,AC29,Mote Key Largo [In Situ],,Unassigned,R277,5
,AC,AC22,Mote Key Largo [In Situ],,Unassigned,R094,5
,AC,AC23,Mote Key Largo [In Situ],,Unassigned,R094,5
,AC,AC27,Mote Key Largo [In Situ],,Unassigned,R094,5
,AC,AC42,Mote Key Largo [In Situ],,Unassigned,R094,5
,AC,AC46,Mote Key Largo [In Situ],,Unassigned,R094,5
,AC,AC47,Mote Key Largo [In Situ],,Unassigned,R094,5
,AC,AC48,Mote Key Largo [In Situ],,Unassigned,R094,5
,AC,AC143,Mote Key Largo [In Situ],,Unassigned,R20,5
,AC,AC145,Mote Key Largo [In Situ],,Unassigned,R20,5
,AC,AC146,Mote Key Largo [In Situ],,Unassigned,R20,5
,AC,AC147,Mote Key Largo [In Situ],,Unassigned,R20,5
,INTERSEPTA,SI43,Mote Summerland,,R15,R816,5
,INTERSEPTA,SI78,Mote Summerland,,R15,R815,5
,SIDEREA,SS164,Mote Summerland,All Summerland,F9,R1717,5
,INTERSEPTA,SI72,Mote Summerland,All Summerland,G9,R1812,5
,OF,OF775,Mote Summerland,All Summerland,F5,R1328,5
,OF,OF1017,Mote Summerland,All Summerland,F5,R1328,5
,OF,OF97,Mote Summerland,All Summerland,C6,R629,5
,CN,CN,Mote Summerland,All Summerland,G3,R1593,5
,CN,CN,Mote Summerland,All Summerland,G3,R1682,5
,OF,OF695,Mote Summerland,All Summerland,F7,R1006,5
,CN,CN,Mote Summerland,All Summerland,G9,R1636,5
,MC,MC59,Mote Summerland,All Summerland,F5,R1859,5
,I1,I1A,Mote Summerland,All Summerland,H6,R356,5
,ASTREOIDES,PA316,Mote Summerland,All Summerland,H2,R790,5
,DL,DL149,Mote Summerland,All Summerland,E3,R1034,5
,AC,AC2512,Mote Looe Key [In Situ],,,CM-032,5
,PS,PS10,Mote Looe Key [In Situ],,,PS MIX1,5
,AC,AC2632,Mote Looe Key [In Situ],,,RD-7,5
,OF,OF925,Mote Looe Key [In Situ],,,OF MIX3,5
,AC,AC78,Mote Looe Key [In Situ],,,78,5
,AC,AC51,Mote Sand Key [In Situ],,,54,5
,AC,AC1287,Mote Sand Key [In Situ],,,1962,5
,OF,OF995,Mote Summerland,All Summerland,B3,R1449,5
,AP,AP48,Mote Looe Key [In Situ],,,LK-5,5
,AC,AC22,Mote Key Largo [In Situ],,,Blue97,5
,AC,AC23,Mote Key Largo [In Situ],,,Blue97,5
,AC,AC27,Mote Key Largo [In Situ],,,Blue97,5
,AC,AC29,Mote Key Largo [In Situ],,,Blue97,5
,AC,AC42,Mote Key Largo [In Situ],,,Blue97,5
,AC,AC46,Mote Key Largo [In Situ],,,Blue97,5
,AC,AC47,Mote Key Largo [In Situ],,,Blue97,5
,AC,AC48,Mote Key Largo [In Situ],,,Blue97,5
,AC,AC71,Mote Key Largo [In Situ],,,Blue97,5
,OF,OF998,Mote Summerland,All Summerland,B3,R967,5
,OF,OF?,Mote Summerland,All Summerland,Display,R1905,5
,PC,PC55,Mote Summerland,All Summerland,Q7,R875,5
,CN,CN-display,Mote Summerland,All Summerland,Q8,R208,5
,OF,OF695,Mote Summerland,All Summerland,B3,R1921,5
,OF,OF996,Mote Summerland,All Summerland,B3,R1449,5
,MC,MC79,Mote Key Largo [In Situ],,,Red03,5
,OF,OF943,Mote Key Largo [In Situ],,,Red06,5
,AC,AC22,Mote Key Largo [In Situ],,,Red07,5
,AC,AC23,Mote Key Largo [In Situ],,,Red07,5
,AC,AC27,Mote Key Largo [In Situ],,,Red07,5
,AC,AC29,Mote Key Largo [In Situ],,,Red07,5
,AC,AC42,Mote Key Largo [In Situ],,,Red07,5
,AC,AC46,Mote Key Largo [In Situ],,,Red07,5
,AC,AC47,Mote Key Largo [In Situ],,,Red07,5
,AC,AC48,Mote Key Largo [In Situ],,,Red07,5
,AC,AC71,Mote Key Largo [In Situ],,,Red07,5
,AC,AC143,Mote Key Largo [In Situ],,,Red07,5
,AC,AC145,Mote Key Largo [In Situ],,,Red07,5
,AC,AC146,Mote Key Largo [In Situ],,,Red07,5
,AC,AC147,Mote Key Largo [In Situ],,,Red07,5
,AC,AC73,Mote Key Largo [In Situ],,,Red07,5
,AC,AC77,Mote Key Largo [In Situ],,,Red07,5
,AC,AC84,Mote Key Largo [In Situ],,,Red08,5
,AC,AC89,Mote Key Largo [In Situ],,,Red08,5
,AC,AC94,Mote Key Largo [In Situ],,,Red08,5
,AC,AC55,Mote Key Largo [In Situ],,,Red08,5
,AC,AC57,Mote Key Largo [In Situ],,,Red08,5
,AC,AC70,Mote Key Largo [In Situ],,,Red08,5
,AC,AC76,Mote Key Largo [In Situ],,,Red08,5
,AC,AC31,Mote Key Largo [In Situ],,,Red08,5
,AC,AC34,Mote Key Largo [In Situ],,,Red08,5
,AC,AC6,Mote Key Largo [In Situ],,,Red08,5
,AC,AC8,Mote Key Largo [In Situ],,,Red08,5
,AC,AC58,Mote Key Largo [In Situ],,,Red09,5
,AC,AC47,Mote Key Largo [In Situ],,,Red09,5
,AC,AC62,Mote Key Largo [In Situ],,,Red09,5
,AC,AC13,Mote Key Largo [In Situ],,,Red10,5
,AC,AC1,Mote Key Largo [In Situ],,,Red10,5
,AC,AC31,Mote Key Largo [In Situ],,,Red10,5
,MC,MC79,Mote Key Largo [In Situ],,,Blue63,5
,AC,AC143,Mote Key Largo [In Situ],,,Blue97,5
,AC,AC145,Mote Key Largo [In Situ],,,Blue97,5
,AC,AC146,Mote Key Largo [In Situ],,,Blue97,5
,AC,AC147,Mote Key Largo [In Situ],,,Blue97,5
,AC,AC73,Mote Key Largo [In Situ],,,Blue97,5
,AC,AC77,Mote Key Largo [In Situ],,,Blue97,5
,AC,AC22,Mote Key Largo [In Situ],,,Blue87,5
,AC,AC23,Mote Key Largo [In Situ],,,Blue87,5
,AC,AC27,Mote Key Largo [In Situ],,,Blue87,5
,AC,AC29,Mote Key Largo [In Situ],,,Blue87,5
,AC,AC42,Mote Key Largo [In Situ],,,Blue87,5
,AC,AC46,Mote Key Largo [In Situ],,,Blue87,5
,AC,AC47,Mote Key Largo [In Situ],,,Blue87,5
,AC,AC48,Mote Key Largo [In Situ],,,Blue87,5
,AC,AC71,Mote Key Largo [In Situ],,,Blue87,5
,AC,AC31,Mote Key Largo [In Situ],,,Blue98,5
,AC,AC34,Mote Key Largo [In Situ],,,Blue98,5
,AC,AC6,Mote Key Largo [In Situ],,,Blue98,5
,AC,AC8,Mote Key Largo [In Situ],,,Blue98,5
,AC,AC55,Mote Key Largo [In Situ],,,Blue88,5
,AC,AC57,Mote Key Largo [In Situ],,,Blue88,5
,AC,AC70,Mote Key Largo [In Situ],,,Blue88,5
,AC,AC76,Mote Key Largo [In Situ],,,Blue88,5
,AC,AC84,Mote Key Largo [In Situ],,,Blue78,5
,AC,AC89,Mote Key Largo [In Situ],,,Blue78,5
,AC,AC94,Mote Key Largo [In Situ],,,Blue78,5
,AC,AC62,Mote Key Largo [In Situ],,,Blue99,5
,AC,AC47,Mote Key Largo [In Situ],,,Blue79,5
,AC,AC58,Mote Key Largo [In Situ],,,Blue69,5
,AC,AC31,Mote Key Largo [In Situ],,,Blue100,5
,AC,AC1,Mote Key Largo [In Situ],,,Blue70,5
,AC,AC13,Mote Key Largo [In Situ],,,Blue60,5
,OF,OF943,Mote Key Largo [In Situ],,,Blue96,5
,CN,CN19,Mote Summerland,All Summerland,F7,R851,4
,DL,DL239,Mote Summerland,All Summerland,F7,R777,4
,DL,DL228,Mote Summerland,All Summerland,F5,R154,4
,DL,DL246,Mote Summerland,All Summerland,F3,R65,4
,DL,DL247,Mote Summerland,All Summerland,F3,R65,4
,DL,DL263,Mote Summerland,All Summerland,F5,R63,4
,DL,DL264,Mote Summerland,All Summerland,F5,R63,4
,DL,DL265,Mote Summerland,All Summerland,F5,R63,4
,OF,OF75,Mote Summerland,All Summerland,F7,R1143,4
,OR,OR,Mote Summerland,All Summerland,Display,R236,4
,OR,OR,Mote Summerland,All Summerland,Display,R114,4
,OF,OF441,Mote Summerland,All Summerland,F5,R1390,4
,OF,OF865,Mote Summerland,All Summerland,C6,R1672,4
,OF,OF867,Mote Summerland,All Summerland,C6,R1672,4
,OF,OF904,Mote Summerland,All Summerland,C6,R1634,4
,CN,CN-display,Mote Summerland,All Summerland,D6,R1791,4
,SIDEREA,SS163,Mote Summerland,,R15,R1743,4
,DL,DL236,Mote Summerland,All Summerland,F7,R777,4
,DL,DL188,Mote Summerland,All Summerland,D4,R1674,4
,SIDEREA,SS84,Mote Summerland,,R15,R1197,4
,SIDEREA,SS95,Mote Summerland,,R15,R950,4
,SIDEREA,SS462,Mote Summerland,,R15,R1217,4
,INTERSEPTA,SI44,Mote Summerland,,R15,R998,4
,INTERSEPTA,SI43,Mote Summerland,,R15,R1842,4
,INTERSEPTA,SI80,Mote Summerland,,R15,R1863,4
,INTERSEPTA,SI80,Mote Summerland,,R15,R1157,4
,SIDEREA,SS88,Mote Summerland,,R15,R1269,4
,SIDEREA,SS91,Mote Summerland,,R15,R2035,4
,SIDEREA,SS121,Mote Summerland,,R15,R1772,4
,SIDEREA,SS126,Mote Summerland,All Summerland,G8,R1263,4
,SIDEREA,SS463,Mote Summerland,All Summerland,G10,R1858,4
,MC,MC207,Mote Summerland,All Summerland,E5,R1159,4
,MC,MC58,Mote Summerland,All Summerland,D4,R5,4
,DS,DS10,Mote Summerland,All Summerland,Q3,R1609,4
,CN,CN,Mote Summerland,All Summerland,D6,R1811,4
,Co,Corallivore,Mote Summerland,All Summerland,Display,R1633,4
,ASTREOIDES,PA91,Mote Summerland,All Summerland,G4,R843,4
,OF,OF1065,Mote Summerland,All Summerland,A6,R1587,4
,DL,DL204,Mote Summerland,All Summerland,A6,R1799,4
,ASTREOIDES,PA91,Mote Summerland,All Summerland,G9,R1336,4
,ASTREOIDES,PA29,Mote Summerland,All Summerland,G9,R1324,4
,ASTREOIDES,PA326,Mote Summerland,All Summerland,H2,R790,4
,DL,DL144,Mote Summerland,All Summerland,E3,R1034,4
,OF,OF984,Mote Summerland,All Summerland,F7,R851,4
,MC,MC13,Mote Looe Key [In Situ],,,MC MIX1,4
,MC,MC19,Mote Looe Key [In Situ],,,MC MIX1,4
,AC,AC2617,Mote Looe Key [In Situ],,,NB-6a,4
,OF,OF0,Mote Looe Key [In Situ],,,OF-?,4
,OF,OF5,Mote Looe Key [In Situ],,,OF MIX1,4
,OF,OF98,Mote Looe Key [In Situ],,,OF MIX1,4
,OF,OF182,Mote Looe Key [In Situ],,,OF MIX4,4
,AC,AC96,Mote Looe Key [In Situ],,,96,4
,AC,AC20,Mote Sand Key [In Situ],,,54,4
,AC,AC5,Mote Sand Key [In Situ],,,54,4
,DL,DL161,Mote Summerland,All Summerland,A5,R108,4
,AP,AP145,Mote Looe Key [In Situ],,,CU-TR5,4
,AP,AP147,Mote Looe Key [In Situ],,,CU-TR5,4
,AP,AP46,Mote Looe Key [In Situ],,,LK-5,4
,AC,AC72,Mote Key Largo [In Situ],,,Blue97,4
,DL,DL252,Mote Summerland,All Summerland,F7,R777,4
,DL,DL253,Mote Summerland,All Summerland,F7,R777,4
,MC,MC203,Mote Summerland,All Summerland,F8,R1994,4
,INTERSEPTA,SI77,Mote Summerland,All Summerland,C1,R1131,4
,PS,PS31,Mote Summerland,All Summerland,B6,R148,4
,MC,MC107,Mote Summerland,All Summerland,Q7,R1427,4
,DL,DL155,Mote Summerland,All Summerland,B1,R1725,4
,PA,PA414,Mote Summerland,All Summerland,A2,R946,4
,AC,AC1,Mote Key Largo [In Situ],,,Red03,4
,AC,AC2,Mote Key Largo [In Situ],,,Red04,4
,OF,OF948,Mote Key Largo [In Situ],,,Red04,4
,AC,AC72,Mote Key Largo [In Situ],,,Red07,4
,AC,AC56,Mote Key Largo [In Situ],,,Red08,4
,AC,AC7,Mote Key Largo [In Situ],,,Red10,4
,AC,AC1,Mote Key Largo [In Situ],,,Blue33,4
,AC,AC2,Mote Key Largo [In Situ],,,Blue34,4
,AC,AC72,Mote Key Largo [In Situ],,,Blue87,4
,AC,AC56,Mote Key Largo [In Situ],,,Blue88,4
,AC,AC7,Mote Key Largo [In Situ],,,Blue90,4
,OF,OF948,Mote Key Largo [In Situ],,,Blue54,4
,OF,OF946,Mote Islamorada [In Situ],,,Blue10,4
,DL,DL244,Mote Summerland,All Summerland,F3,R65,3
,DL,DL230,Mote Summerland,All Summerland,F5,R154,3
,DL,DL260,Mote Summerland,All Summerland,F5,R63,3
,DL,DL261,Mote Summerland,All Summerland,F5,R63,3
,ASTREOIDES,PA86,Mote Summerland,All Summerland,G4,R284,3
,DL,DL187,Mote Summerland,All Summerland,F4,R716,3
,DL,DL198,Mote Summerland,All Summerland,F4,R716,3
,DL,DL217,Mote Summerland,All Summerland,F4,R716,3
,DL,DL219,Mote Summerland,All Summerland,F4,R716,3
,DL,DL258,Mote Summerland,All Summerland,F5,R63,3
,DL,DL259,Mote Summerland,All Summerland,F5,R63,3
,DL,DL262,Mote Summerland,All Summerland,F5,R63,3
,OF,OF992,Mote Summerland,All Summerland,C6,R963,3
,MC,MC103,Mote Summerland,All Summerland,B3,R292,3
,DL,DL287,Mote Summerland,All Summerland,H1,R257,3
,FRAGUM,FF1,Mote Summerland,All Summerland,H4,R526,3
,OF,OF3,Mote Summerland,All Summerland,F5,R1390,3
,PC,PC41,Mote Summerland,All Summerland,F4,R1448,3
,OF,OF866,Mote Summerland,All Summerland,C6,R1672,3
,OF,OF868,Mote Summerland,All Summerland,C6,R1672,3
,OF,OF903,Mote Summerland,All Summerland,C6,R1634,3
,OF,OF905,Mote Summerland,All Summerland,C6,R1634,3
,OF,OF906,Mote Summerland,All Summerland,C6,R1634,3
,OF,OF907,Mote Summerland,All Summerland,C6,R1634,3
,OF,OF909,Mote Summerland,All Summerland,C6,R1634,3
,OF,OF862,Mote Summerland,All Summerland,C6,R1672,3
,OF,OF908,Mote Summerland,All Summerland,C6,R1634,3
,MC,MC203,Mote Summerland,All Summerland,H7,R1249,3
,SIDEREA,SS95,Mote Summerland,,R15,R1110,3
,SIDEREA,SS95,Mote Summerland,,R15,R895,3
,SIDEREA,SS165,Mote Summerland,,R15,R845,3
,INTERSEPTA,SI80,Mote Summerland,,R15,R937,3
,SIDEREA,SS88,Mote Summerland,,R15,R1770,3
,SIDEREA,SS91,Mote Summerland,,R15,R1722,3
,SIDEREA,SS121,Mote Summerland,All Summerland,G10,R281,3
,SIDEREA,SS463,Mote Summerland,All Summerland,G10,R2028,3
,OF,OF1018,Mote Summerland,All Summerland,F5,R1328,3
,PS,PS14,Mote Summerland,All Summerland,F5,R1328,3
,OF,OF1019,Mote Summerland,All Summerland,F5,R1328,3
,MC,MC62?,Mote Summerland,All Summerland,D2,R1704,3
,ASTREOIDES,PA42,Mote Summerland,All Summerland,G4,R843,3
,,PA,Mote Summerland,All Summerland,G3,R867,3
,DL,DL20,Mote Summerland,All Summerland,F3,R134,3
,DL,DL20,Mote Summerland,All Summerland,F3,R134,3
,PS,PS2,Mote Summerland,All Summerland,D4,R1138,3
,PS,PS2,Mote Summerland,All Summerland,D4,R1138,3
,PS,PS2,Mote Summerland,All Summerland,D4,R1138,3
,PS,PS2,Mote Summerland,All Summerland,D4,R1138,3
,PS,PS2,Mote Summerland,All Summerland,D4,R1138,3
,AC,AC2529,Mote Looe Key [In Situ],,,CU-089,3
,MC,MC29,Mote Looe Key [In Situ],,,MC MIX1,3
,AC,AC2572,Mote Looe Key [In Situ],,,FM-5,3
,OF,OF125,Mote Looe Key [In Situ],,,OF MIX2,3
,OF,OF181,Mote Looe Key [In Situ],,,OF MIX2,3
,OF,OF701,Mote Looe Key [In Situ],,,OF MIX3,3
,AC,AC2640,Mote Looe Key [In Situ],,,RD-37,3
,DS,DS1,Mote Looe Key [In Situ],,,DS MIX1,3
,AC,AC54,Mote Sand Key [In Situ],,,54,3
,AC,AC2582,Mote Sand Key [In Situ],,,FM-20,3
,AP,AP0,Mote Looe Key [In Situ],,,Unk-2,3
,DL,DL251,Mote Summerland,All Summerland,F7,R777,3
,DL,DL182,Mote Summerland,All Summerland,F4,R1317,3
,DL,DL166,Mote Summerland,All Summerland,F4,R716,3
,DL,DL232,Mote Summerland,All Summerland,F5,R154,3
,CN,CN-display,Mote Summerland,All Summerland,H6,R1029,3
,MC,MC77,Mote Key Largo [In Situ],,,Red03,3
,AP,AP126,Mote Key Largo [In Situ],,,Red04,3
,OF,OF945,Mote Key Largo [In Situ],,,Red04,3
,AC,AC2601,Mote Key Largo [In Situ],,,Red05,3
,AC,AC2612,Mote Key Largo [In Situ],,,Red05,3
,AC,AC2616,Mote Key Largo [In Situ],,,Red05,3
,AC,AC50,Mote Key Largo [In Situ],,,Red05,3
,AC,AC2651,Mote Key Largo [In Situ],,,Red06,3
,AC,AC50,Mote Key Largo [In Situ],,,Red09,3
,MC,MC77,Mote Key Largo [In Situ],,,Blue53,3
,OF,OF945,Mote Key Largo [In Situ],,,Blue74,3
,AP,AP126,Mote Key Largo [In Situ],,,Blue44,3
,AC,AC2601,Mote Key Largo [In Situ],,,Blue45,3
,AC,AC2612,Mote Key Largo [In Situ],,,Blue45,3
,AC,AC2616,Mote Key Largo [In Situ],,,Blue45,3
,AC,AC2651,Mote Key Largo [In Situ],,,Blue46,3
,AC,AC50,Mote Key Largo [In Situ],,,Blue89,3
,OF,OF981,Mote Summerland,All Summerland,C2,R699,3
,OF,OF953,Mote Islamorada [In Situ],,Unassigned,R269,3
,OF,OF1011,Mote Islamorada [In Situ],,Unassigned,R466,2
,OR,OR?,Mote Summerland,All Summerland,Display,R1633,2
,DL,DL245,Mote Summerland,All Summerland,F3,R65,2
,DL,DL241,Mote Summerland,All Summerland,F7,R777,2
,DL,DL229,Mote Summerland,All Summerland,F5,R154,2
,MC,MC90,Mote Islamorada [In Situ],,Unassigned,R314,2
,DL,DL171,Mote Summerland,All Summerland,F4,R716,2
,DL,DL194,Mote Summerland,All Summerland,F4,R716,2
,SIDEREA,SS22,Mote Summerland,All Summerland,F3,R318,2
,UK,UK,Mote Summerland,All Summerland,F7,R1143,2
,DL,DL205,Mote Summerland,All Summerland,F4,R716,2
,INTERSEPTA,SI16,Mote Summerland,All Summerland,H4,R526,2
,PS,PS44,Mote Summerland,All Summerland,H4,R275,2
,CN,CN87,Mote Summerland,All Summerland,Q3,R351,2
,CN,CN85,Mote Summerland,All Summerland,Q3,R901,2
,MC,MC202,Mote Summerland,All Summerland,H7,R1410,2
,PORITES,PP16,Mote Summerland,All Summerland,G9,R1552,2
,PP,PP17,Mote Summerland,All Summerland,G9,R1552,2
,PP,PP21,Mote Summerland,All Summerland,G9,R1552,2
,PP,PP22,Mote Summerland,All Summerland,G9,R1552,2
,PP,PP23,Mote Summerland,All Summerland,G9,R1552,2
,PS,PS30,Mote Summerland,All Summerland,E3,R388,2
,SIDEREA,SS124,Mote Summerland,,R15,R1884,2
,SIDEREA,SS125,Mote Summerland,,R15,R1884,2
,SIDEREA,SS463,Mote Summerland,,R15,R1815,2
,SIDEREA,SS463,Mote Summerland,,R15,R1950,2
,SIDEREA,SS163,Mote Summerland,,R15,R1731,2
,DL,DL192,Mote Summerland,All Summerland,F4,R716,2
,SIDEREA,SS121,Mote Summerland,,R15,R1913,2
,SIDEREA,SS463,Mote Summerland,All Summerland,F9,R1859,2
,INTERSEPTA,SI72,Mote Summerland,All Summerland,G8,R1909,2
,OF,OF683,Mote Summerland,All Summerland,F5,R451,2
,OF,OF677,Mote Summerland,All Summerland,F7,R1006,2
,OF,OF696,Mote Summerland,All Summerland,E5,R263,2
,PS,PS30,Mote Summerland,All Summerland,F3,R468,2
,OF,OF675,Mote Summerland,All Summerland,F7,R1006,2
,OF,OF328,Mote Summerland,All Summerland,F7,R1006,2
,ASTREOIDES,PA33,Mote Summerland,All Summerland,G9,R1324,2
,I3,I3A,Mote Summerland,All Summerland,G9,R1226,2
,OF,OF994,Mote Summerland,All Summerland,D5,R1445,2
,OF,OF678,Mote Summerland,All Summerland,F5,R909,2
,DL,DL185,Mote Summerland,All Summerland,F6,R1948,2
,DL,DL165,Mote Summerland,All Summerland,F3,R65,2
,AC,AC2544,Mote Looe Key [In Situ],,,CU-130,2
,MC,MC32,Mote Looe Key [In Situ],,,MC MIX1,2
,MC,MC36,Mote Looe Key [In Situ],,,MC MIX1,2
,MC,MC40,Mote Looe Key [In Situ],,,MC MIX1,2
,MC,MC41,Mote Looe Key [In Situ],,,MC MIX2,2
,MC,MC58,Mote Looe Key [In Situ],,,MC MIX2,2
,OF,OF672,Mote Looe Key [In Situ],,,OF MIX2,2
,OF,OF698,Mote Looe Key [In Situ],,,OF MIX3,2
,DS,DS2,Mote Looe Key [In Situ],,,DS MIX1,2
